年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,10,都市整備局,14,都市の整備,耐震改修促進事業,耐震アドバイザー（都市整備局）,"補助金の目的：地震発生時において緊急輸送道路に係る沿道建築物の倒壊による道路の閉塞を防ぎ、広域的な避難路及び輸送路を確保する
補助対象者　：区市町村
補助対象経費：耐震アドバイザー派遣に要する費用
負担割合　　：国1/3　都1/6　区市町村1/6　事業者等1/3",1,区市町村,475 ,都市整備局市街地建築部建築企画課,03-5388-3348,https://www.taishin.metro.tokyo.lg.jp/support/index.php
2026,10,都市整備局,14,都市の整備,耐震改修促進事業,区市町村耐震化普及啓発活動支援事業,"補助金の目的：建物所有者等に対し、建物の耐震化に関する意識の啓発及び知識の普及を図る
補助対象者　：区市町村
補助対象経費：区市町村が建築物の耐震化の促進を目的として実施する普及啓発活動に要する経費
負担割合（都費最大の場合） ：国1/2　都1/4　区市町村1/4",1,区市町村,"59,200 ",都市整備局市街地建築部建築企画課,03-5388-3348,https://www.taishin.metro.tokyo.lg.jp/support/index.php
2026,11,住宅政策本部,14,都市の整備,住宅政策に関する企画及び連絡調整,住宅被害対策区市町村支援事業,"補助金の目的：都内に大きな住宅被害をもたらす自然災害等が発生した際に、被害を受けた住宅の補修工事を行う者に対し、区市町村を通じて、都がその費用の一部を補助することで、被災者の住宅の安全と生活の安定の確保を図る
補助対象者　：区市町村
補助対象経費：応急修理と同等を基本とし、この事業の実施の際に、当該災害の規模等に応じて別に定める
負担割合　　：区市町村が補助する金額の２分の１、又はこの事業の実施の際に当該災害の規模等に応じて別に定める額のいずれか低い額",1,区市町村,"1,000 ",住宅政策本部民間住宅部計画課,03-5320-5005,
2026,11,住宅政策本部,14,都市の整備,公社都民住宅供給助成事業,入居後地代補助,"補助金の目的：公社に関する都民住宅用地に関する補助
補助対象者　：政策連携団体
補助対象経費：土地の賃借料
負担割合：一般会計用地における地代と公社負担額の差額相当分",3,政策連携団体,"177,486 ",住宅政策本部住宅企画部企画経理課,03-5320-4946,
2026,11,住宅政策本部,14,都市の整備,区市町村住宅供給助成事業,区市町村公営住宅供給助成　建設・買取（現年度）,"補助金の目的：公営住宅の整備の促進
補助対象者　：区市町村
補助対象経費：【建設型】建設費、設計・除却費、【買取型】買取代金（工事費相当分）
負担割合　　：　国1/2、都1/4、区市町村1/4",1,区市町村,"256,782 ",住宅政策本部住宅企画部企画経理課,03-5320-4940,
2026,11,住宅政策本部,14,都市の整備,区市町村住宅供給助成事業,区市町村公営住宅供給助成　建設（過年度）,"補助金の目的：公営住宅の整備の促進
補助対象者　：区市町村
補助対象経費：建設費、設計・除却費
負担割合　　：　国1/2、都1/4、区市町村1/4",1,区市町村,"534,231 ",住宅政策本部住宅企画部企画経理課,03-5320-4940,
2026,11,住宅政策本部,14,都市の整備,区市町村住宅供給助成事業,区市町村公営住宅供給助成　家賃対策　新法（建設・買取）,"補助金の目的：事業主体の財政負担の軽減と公営住宅整備の効果的な推進
補助対象者　：区市町村
補助対象経費：公営住宅における近傍同種の家賃と入居者負担基準額の差額
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"206,809 ",住宅政策本部住宅企画部企画経理課,03-5320-4940,
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（空き家実態調査費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：空き家実態調査に係る費用
負担割合　　：(国1/2、都1/3、区市町村1/6)(都2/3、区市町村1/3)",1,区市町村,"44,550 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（空家計画策定費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：空家等対策計画策定費用
負担割合　　：都2/3、区市町村1/3",1,区市町村,"22,770 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（空き家改修工事費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：空き家改修費用
負担割合　　：(国1/2、都1/4、区市町村1/4)(都1/2、区市町村1/2)（都10/10）",1,区市町村,"7,080 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（空き家除却費補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：空き家除却費用
負担割合　　：(国1/2、都1/3、区市町村1/6)(都2/3、区市町村1/3)（都10/10）",1,区市町村,"39,960 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業(管理不全空家等除却費補助),"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：管理不全空家等、特定空家等の除却費用
負担割合　　：都10/10",1,区市町村,"99,000 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（特定空家の判定に係る協議会の運営費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：協議会運営費用
負担割合　　：都1/2、区市町村1/2",1,区市町村,"4,500 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（所有者特定費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：所有者特定費用
負担割合　　：(国1/2、都1/4、区市町村1/4)（都1/2、区市町村1/2）",1,区市町村,"3,600 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（専門家による業務支援費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：専門家による業務支援費用
負担割合　　：都1/2、区市町村1/2",1,区市町村,"1,200 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（行政代執行による除却等費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：代執行による除却等費用
負担割合　　：（国1/2、都1/4、区市町村1/4）（都1/2、区市町村1/2）",1,区市町村,"2,400 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（空き家相談体制整備補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：空き家相談体制整備費用
負担割合　　：都1/2、区市町村1/2",1,区市町村,"16,200 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（緊急対策措置費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：緊急対策措置費用
負担割合　　：都1/2、区市町村1/2",1,区市町村,"1,000 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
2026,11,住宅政策本部,14,都市の整備,空き家施策推進事業,空き家利活用等区市町村支援事業（建物調査に係る費用補助）,"補助金の目的：区市町村による計画的な空き家対策の実施を促進
補助対象者　：区市町村
補助対象経費：建物調査に係る費用
負担割合　　：都2/3、区市町村1/3",1,区市町村,"8,640 ",住宅政策本部民間住宅部計画課,03-5320-5056,https://www.juutakuseisaku.metro.tokyo.lg.jp/akiya/hojo_kushichoson.html
